id	text	misogynous	aggressiveness
2354	#The100 5 minuti che conosco Ontari e porca puttana se non muore in due episodi cerco un modo e l’ammazzo io	0	0
2355	ieri sera a quest'ora ero lì a cantare e ballare con lui mentre ora sono a casa a guardare i video tornata alla solita routine schifosa	0	0
2356	RT <MENTION_1> Raga le cazzate che state scrivendo su Harry sono veramente indecenti porca puttana, voi mi preoccupate seriamente. Quel…	0	0
2357	Quanto cazzo sono ridicoli porca puttana	0	0
2358	PORCA PUTTANA TAGLIARE L'ALBERO SECOLARE PRIMA DI COSTRUIRE LA FONTANA TI FACEVA TANTO SCHIFO??? Caspiterina	0	0
2359	Sono stra in fissa col Clint Barton del circo e vorrei scriverci sopra mille robe ma non ho mai ispirazione porca puttana	0	0
2360	MA SIETE STUPIDI A SHIPPARE DUSTIN E RON DEGLI STARSET COME UN LOUIS E UN HARRY DEGLI 1D QUALSIASI PORCA PUTTANA CRISTODDIO I BIMBIMINCHIA DEFICIENTI SONO OVUNQUE O V U N Q U E	0	0
2361	Infinity War esce il 27Il 27 notte devo andare a raccogliere le rane.. porca puttana	0	0
2362	Ma che cazzo l’ho preso a fare l’iPhone nuovo che ora nei selfie mi si vedono i pori, le rughe e pure il buco del culo porca puttana	0	0
2363	#rihannanavy PORCA puttana <MENTION_1> da quanto è che stai a milano e non me lo dici STRONZA ti odioe quanto a Cleo toms, che si vada a far fottere.❤❤❤#rihannaitaly	0	0
2364	PORCA PUTTANA L’AVESSI SAPUTO C A ZZO <URL>	0	0
2365	Domani pomerggio ho la visita dall'oculistaE porca puttana ho la sensazione che andrà male anche questa...non so	0	0
2366	<MENTION_1> <MENTION_2> <MENTION_3> Basta dire che abbiamo avuto Berlusconi con la figura di merda in ue, la culona inchiavabile, L’ assistente che trasportava coca per il mondo, la minetti,....	0	0
2367	<MENTION_1> Porca puttana fede ma quando ti svegli	0	0
2368	Non va bene un cazzo oggi porca puttana	0	0
2369	Sapevo che lo avrebbero fatto ma dovevano aspettare che io finissi il mio rewatch che cazzo i siti streaming fanno cacare porca di quella puttana lercia	0	0
2370	MA PORCA PUTTANA SEMPRE TUTTO CONTRO, SEMPRE SEMPRE E SEMPRE	0	0
2371	pORCA PUTTANA MA VOGLIAMO PARLARE DI CLEO TOMS CHE SI STA FACENDO TRUCCARE DA RIHANNA?MA A CHI HA VENDUTO L’ANIMA PER AVERE TUTTE STE GIOIE?A CHI?VOGLIO IL NOME CAZZO	0	0
2372	Ma si possono perdere 51€ solo per l'Over a #LipsiaMarsiglia ma porca puttana!#UEL	0	0
2373	NO IL MATRIMONIOOOOOOO MA PORCA PUTTANA NOOOOOOO PIANGO	0	0
2374	MA STIAMO SCHERZANDO PORCA PUTTANA <URL>	0	0
2375	#Piazzapulita ma sono da schiaffi, perdenti e renziani cagasotto, hanno fatto una legge elettorale schifosa, e ora fanno di tutto per ostacolare m5s, ma verranno ridicolizzati, non sanno cosa gli aspetta. Tirapiedi di B. e di R.	0	0
2376	no porca puttana ma è fighissima così	0	0
2377	<MENTION_1> Ci puoi giurare porca puttana	0	0
2378	non so chi sia ma porca puttana il profilo più bello del mondo <URL>	0	0
2379	PORCA PUTTANA TROIA SE NON LO HA FATTO PER ME! <URL>	0	0
2380	Papà che “dopo tutte le volte che l’hai visto lo sai a memoria e non dovresti più piangere” PAPÀ TU NON CAPISCI È MORTO SILENTE, S I L E N T E, PORCA PUTTANA	0	0
2381	ma porca puttana perché dovete sempre far morire i miei personaggi preferiti	0	0
2382	non ci credo che è cinque aprile dopo l'otto non bisogna andare porca puttana	0	0
2383	<MENTION_1> Ma tu nella vita che cazzo fai parli solo degli altri sei solo brava a criticare povera fallita se eri qualcuno nella vita non facevi questo	0	0
2384	Porca puttana, ma come sierrano lo negossio nohodda, quando io iegguè sul benenssuela di Pereimene abbia abondanzia, asta lo negossio e la bodega di Catia te vendiamo hammon serrano, lo salame, il pane... E con chento bolo nello bolsiglio era il rei della quadra	0	0
2385	porca puttana ti faccio debuttarw con la forza domani mi hai capito <URL>	0	0
2386	Rihanna a Milano a presentare Fenty Beauty e io poraccia a casa a pensare quanto bramo tutta la linea e Rihanna, soprattutto Rihanna!! Sempre più figa!!!	0	0
2387	RT <MENTION_1> Porca puttana, ma come sierrano lo negossio nohodda, quando io iegguè sul benenssuela di Pereimene abbia abondanzia, as…	0	0
2388	Prof di educazione fisica: non si nomina il nome di Dio invano Sempre prof di educazione fisica: urla “porca puttana” in palestra	0	0
2389	#isis vi fa il #lavaggio del #cervello! Porca puttana ma state bene con la testa?!	0	0
2390	nayeon porca puttana si compra la nazione	0	0
2391	Mio fratello russa come un maiale porca puttana voglio strozzarlo nel sonno	0	0
2392	<MENTION_1> <MENTION_2> <MENTION_3> ... MA PORCA PUTTANA	0	0
2393	ma che porca puttana è sta roba che cosa cazzo è raga tenetemi tenetemi davvero <URL>	0	0
2394	"te lo sbatterò in faccia"" cit"""	0	0
2395	<MENTION_1> Merda schifosa lurida	0	0
2396	Quando stai a mille e vorresti continuare a fare alcune cose ma poi ti accorgi che devi alzarti tra poco PORCA PUTTANA	0	0
2397	PORCA PUTTANA ADESSO LO VEDO QUANTO SI SOMIGLIANO VERAMENTE VOGLIO SBATTWRE LA TESTA CONTRO UN MURO	0	0
2398	Ieri ho messo la felpa,20°Oggi una magliettina di merda,10°,ventoMA PORCA PUTTANA	0	0
2399	Mi tremano le mani dalla rabbia, porca puttana. Ma si puó fare sta vita di merda? Si puó?!	0	0
2400	a me non da fastidio se voi ch’avete gli accozzi che vi escono dal buco del culo incontrate harry o altri. mi da fastidio quando leggo cose come “dopo secoli sono riuscita ad abbracciarti, n’è valsa la pena”mA ‘TACCI TUA CHE CAZZO DI SFORZO HAI FATTO PORCA TROIA	0	0
2401	che poi CHE CAZZO 5 argomenti in 40 minuti e chi cazzo sono oh,,, porca puttana quanto mi rode il culo ogni volta che facciamo un compito è così	0	0
2402	porca puttana i biglietti non sono neanche costosi...	0	0
2403	Mia mamma e mia sorella sono appena uscite per andare in un negozio d'abbigliamento spero che mia sorella abbia buon gusto di prendermi qualcosa di bello e che faccia per me perché se faccio affidamento a miamadre mi comprerebbe maglioni e pantaloni anti stupro.	0	0
2404	PORCA PUTTANA HO PERSO IL PULLMAN LETTERALMENTE PER UN SOFFIO VAFANGUUUUU	0	0
2405	porca puttana è uscita la station aaaadjdksfk	0	0
2406	Porca puttana io mi ammazzo mi sa che ho perso il bus	0	0
2407	Ma le persone che quando mangino fanno un concerto che sembrano essersi riuniti tutte le band del mondo. Come cazzo fare a mangiare così male porca puttana. La bocca chiusa dovete tenere. E il tuo more che fate fa schifo quanto voi!!	0	0
2408	Sto visionando dei CV, ma porca puttana questi fanciulli sono nati tutti negli anni 90.	0	0
2409	<MENTION_1> <MENTION_2> Io ho votato M5S e oggi Di Maio pezzo di merda ha mostrato la sua faccia vera più merda del PD spero che possiamo tornare a Votare sta volta il M5S NON avrà nemmeno il 5% forza  Salvini mi dispiace di non averlo votato prim	0	0
2410	"Raga ve lo giuro, non è un tweet per vantarmi in stile scè sks parlo così bene inglese senza fatica che non mi rendo conto di parlarlo, quanto sono figa"", è un tweet per dire ""NON SO PIÙ CHE CAZZO DICO E IN CHE LINGUA LO STO DICENDO SEND HELP PLIZ""."""	0	0
2411	Xche brutti ci si nasce....pero’...porca puttana che occhi??? @ Scandolara Ripa d'Oglio, Italy <URL>	0	0
2412	abatemontolivoantonellizapatamaurivergaratutti scadenza 2019.... ancora un anno porca puttana. è impressionante per quanti anni quel cane di galliani ci abbia legato le mani	0	0
2413	<MENTION_1> melody* porca putTANA	0	0
2414	<MENTION_1> Piano con le parole. Porca Puttana! Abbiamo lasciato andare Rene Magritte con palla. <MENTION_2> Nono osate paragonarlo alle seghe che ha acquistato <MENTION_3>	0	0
2415	Però, porca puttana, per quanto sia d’accordo che servono forze fresche e nuovi stimoli, non si può aspettare giugno per esecuzioni e rivoluzioni varie? Per quanto impossibile, c’è pur sempre un ritorno, un campionato e una finale di Coppa Italia.	0	0
2416	stress, perché porca puttana mi muoiono tutti. <URL>	0	0
2417	ma io non ce la faccio ma porca puttana ma perché a me cosa ho fatto di male vi prego denunciatelo voglio andare in inferno <URL>	0	0
2418	Mi fanno incazzare quando mi dicono che mi passerà sta cosa dei one direction, ma che cazzo volete porca troia.	0	0
2419	Devo studiare perché poi devo farmi lo shampoo e domani ho un esame porca puttana non mi sento pronta	0	0
2420	porca puttana volete far riposare jackson si o no ?! M’AVETE ROTTO IL CAZZO VA BENE ?	0	0
2421	okay porca puttana sono p e l a t a	0	0
2422	<MENTION_1> Cioe ma coma cazzo si fa a dire che non e rigore? Porca puttana ma dov'e cazzo andiamo	0	0
2423	Io parlando al telefono: PORCA PUTTANA HO PERSO IL TELEFONO NON LO TROVO DA NESSUNA PARTE ORA COMPIO UN GESTO ESTREMOVoi tutto ok?	0	0
2424	PORCA PUTTANA <MENTION_1> LA PIANTI DI SCOPIAZZARE SCENE DEI JAPRIL PER I TUOI CAZZO DI JAGGIE? LI HAI VOLUTI COSì TANTO E NON HAI NEMMENO MEZZA IDEA PER LORO? MA FALLI LIMONARE NELL'OBITORIO CAZZO MA NON IN ASCENSORE PORCA PUTTANA. #GreysAnatomy	0	0
2425	porca puttana devo tornare a firenze devo passare alla lush e sephora <URL>	0	0
2426	ho appena letto di jackson che cazzo è successo porca puttana	0	0
2427	RT <MENTION_1> porca puttana, sei la mia vita <URL>	0	0
2428	Porca puttana sti giorni mi sto incazzando troppo per delle cazzate però mi stanno sul culo certe cose. Sono sempre incazzata, ma la cogliona sono io che non lascio perdere, lo so	0	0
2429	ZHANGJING AL MOMENTO È NONO VOTATELO PORCA PUTTANA MERDA TROIA VACCA	0	0
2430	RT <MENTION_1> PORCA PUTTANA <MENTION_2> LA PIANTI DI SCOPIAZZARE SCENE DEI JAPRIL PER I TUOI CAZZO DI JAGGIE? LI HAI VOLUTI COSì…	0	0
2431	<MENTION_1> - Ah ah! Fregato babbo! Pensavi che fosse una vera rapina eh??? Invece ho organizzato tutto io! Adesso aspetta qui con me che il finto ladro ci riporta il tuo Rolex....- Strano, non mi risponde....-Aspetta eh, vedrai che torna....- Porca puttan	0	0
2432	HO UN ESAME ORALE TRA POCHI MINUTI PORCA PUTTANA VACCA IMPANATA	0	0
2433	chain è.. just porca puttana	0	0
2434	RT <MENTION_1> La gente che fa clickbait su Minecraft nel 2018 che cazzo di problemi ha...è tristissimo soprattutto il fatto che , quan…	0	0
2435	MA DI COSA PORCA PUTTANA STIAMO PARLANDO ZHANGJING È ARRIVATO NONO VOGLIO GRIDARE AL MONDO QUANTO SONO FELICE	0	0
2436	COSA CRISTO DIO METTETE I GREEN DAI IN SOTTOFONDO CHE IO GIÀ STO PIANGENDO COME UNA MERDA PORCA PUTTANA	0	0
2437	<MENTION_1> Porca puttana ! Poi se lamentano che nun esistono più l'ommini veri e che nascheno pochi fiji	0	0
2438	<MENTION_1> <MENTION_2> Forse le nostre bombe gli hanno sterminato la famiglia distrutto la casa avvelenato di gas tossici l'aria e l'acqua rubato l'infanzia e il futuro.... Non sono i suoi genitori ad averlo abbandonato ma noi grandi potenze indus	0	0
2439	"Mia mamma che la Martina e le sue amiche escono sabato. nevicherà perché non lo fanno mai!""Mamma. Non so se te ne sei accorta ma tutti i sabati passati sono uscita. Figa che fastidio, vuole fare la simpatica ma non fa un cazzo ridere. Almeno mi sfottesse per cose vere."""	0	0
2440	La tl non si aggiorna porca puttana	0	0
2441	Ma porca puttana possibile che quando sto facendo qualcosa debba entrare il mondo in camera ma dai che nervi	0	0
2442	Porca puttana! Non ci vediamo da 2mesi, a distanza di 100m il che è ridicolo. Ci accordiamo da una settimana per una passeggiata e già rimanda. Io la smetto di proporre e comincio a dire di no e a non farmi più sentireE che cazzo di amicizia è?	0	0
2443	#Twitterdown E MA PORCA PUTTANA	0	0
2444	<MENTION_1> Impiccati bastardo figlio di una troia di madre	0	0
2445	Cazzo jackson, porca puttana che colpo	0	0
2446	<MENTION_1> Non sono una culona è la prospettiva del fotocamera che allarga...io sono perfetta ???????	0	0
2447	Porca puttana ma che cazzo di spavento con Arizona, siete pazziiii #greysanatomy	0	0
2448	porca puttana non riesce ad essere carino neppure quando ride #uncesso <URL>	0	0
2449	ve lo giuro mi farei tagliare in 90000 pezzi per i dreamies porca puttana non ce la faccio più il mio cuore è pieno zeppo di amore soltanto per LORO ce n'è talmente tanto che ho bisogno di un cuore in più	0	0
2450	<MENTION_1> <MENTION_2> Figa di legno, scoperto oggi	0	0
2451	PORCA PUTTANA REGA SONO DENTRO <URL>	0	0
2452	Asia Argento contro il mondo.Lo so, fa un po' Clooney nell'Uomo che fissa le capre. <URL>	0	0
2453	mamma che voglia di fare IL PUTTANONE OUTDOORS SENZA PANTALONI CON TUTTI CHE MI GUARDANO &lt;3	0	0
2454	poRCA PUTTANA MA SEI ILLEGALE <URL>	0	0
2455	"prima mia madre mi stava dicendo che devo smetterla di dire 'figa' altrimenti non riuscirò più a controllarmi,e lo dirò ovunque.allora io le ho detto ma che cazzo dici,figa riesco a controllarmi""e lei 'VEDI HAI DETTO FIGA'e io 'ma va smettila,figa ti svegli?'ha ragione"""	0	0
2456	<MENTION_1> <MENTION_2> <MENTION_3> Porca puttana. Sono moderata?????	0	0
2457	Dunque , ti pesi , 65,3 .. mangi il minestrone , 66 !!! Ma che cazzo hai messo nel minestrone puttana la maiaaaalaaaa signor Caprotti !!! Esselunga mi fai tirare un porco !!! ????FAMEINFAME NOTTURNA NON MI AVRAI !!! ?????notte click ✔️	0	0
2458	<MENTION_1> Ma non avevi da fare figlio di una lurida puttana?	0	0
2459	ma perch negli shoujo devono per forza mettere la parte del festival della scuola porca puttana è sempre noiosa s e m p r e	0	0
2460	<MENTION_1> Eh .. dettagli .. rivoglio umbro porca puttana	0	0
2461	Ma Achille Lauro è frocio? — che cazzo te ne frega porca troia <URL>	0	0
2462	porca puttana c'è Gandolfitler a #TheMatch, mi sale un nervoso!!!!???	0	0
2463	Ridendo e scherzando.. NON SENTO NEMMEMO DAMOM DA 9 ORE MI MANCA ANCHE LUI PORCA PUTTANA	0	0
2464	Mi è entrata una zanzara nella macchina porca puttana	0	0
2465	<MENTION_1> PORCA PUTTANA SARA QUESTA FOTO ME LA TATUO IN FRONTE IL MIO BAMBINO	0	0
2466	ma ste stronzate ve le pensate o vi escono spontanee? porca puttana se siete ignoranti <URL>	0	0
2467	Ho appena letto una cosa che mi ha fatto scazzare perché cazzo la gente è così schifosa	0	0
2468	Mi dovete spiega chi cazzo me l'ha fatto fa ad entrare oggi a scuola porca puttana.	0	0
2469	“Eh avrò una mentalità antica ma io la penso così” no c’hai na mentalità che porca puttana lo sterco di mucca te fa un baffo	0	0
2470	PORCA PUTTANA ?????????? <URL>	0	0
2471	<MENTION_1> Porca puttana io che ho comprato tutto al D1 mi sento estremamente preso per il culo,tutto che aggiorni gratis, il gioco che abbiamo giocato noi ormai lo chiamano versione “vanilla”. È completamente diverso da quello odierno. <URL>	0	0
2472	<MENTION_1> Amico intimo di Tortora??? Ma xche nn lasciate stare persone che nn ci sono più ..... la cattiveria nn ha limiti miti porca puttana ......	0	0
2473	2015 Towns2016 SimmonsFammi vincere queste due lotterie invece di avere la seconda scelta E PORCA PUTTANA TROIA.	0	0
2474	<MENTION_1> che cazzo ci aiutano ai lavoratori che già hanno uno stipendio?dovrebbero aiutare i disoccupati	0	0
2475	porca puttana! #canada <URL>	0	0
2476	"<MENTION_1> Si preferiscono altre cose, non farmi essere troppo figa di legno"", ti prego, dato che sto qui sui social come tutti, però ci deve essere una scala di valori e doveri e priorità. E non c'è più. Questo è."""	0	0
2477	NO RAGAZZI MI VIENE DA PIANGERE PORCA PUTTANA NON POTETE FARMI QUESTO	0	0
2478	"<MENTION_1> Esatto. Hai ragione.(Non so bene cosa si intenda per figa di legno"", ma ogni possibile definizione negativa non potrebbe mai caratterizzarti. Fidati ;-) )"""	0	0
2479	Porca puttana adesso faccio scendere tutti i santi dal calendario	0	0
2480	<MENTION_1> Ma io non capisco adesso vi accorgete di tutte le macagne che avete e cercate di correggere ma quando eri alla presidentessa di che cazzo ti sei occupata e preoccupate dell'Africa, perché non ti preoccupavi che era la piccola Italia che sta	0	0
2481	<MENTION_1> <MENTION_2> <MENTION_3> Porca puttana siii	0	0
2482	<MENTION_1> Io ci abito ma sono momentaneamente assente. Avrei fatto la comparsa come figa di legno.	0	0
2483	MA IO VOLEVO INIZIARLA PORCA PUTTANA NETFLIX TESTA DI CAZZO <URL>	0	0
2484	Facciamo il culona tutti i pizzettari raccomandati che non meritano di stare lì! Si vota solo Emma! ???? #teamemma #Amici17	0	0
2485	"Capite qual è il problema di un colloquio di lavoro in cui l'intervistatrice usa il termine skillato""? Che poi mi tocca parzialmente simpatizzare con Fusaro.Skillato. Ma porca puttana... <URL>	0	0
2486	<MENTION_1> <MENTION_2> Lol.Poi ci sarà il machine learning e l'automazione per risolvere i problemi creati dal m.l. nella PA, che poi porterà ad altro M.L. per ecc...Porca puttana, una Skynet burocratica. Questo SÌ che sarebbe un incubo ?Altro che cyborg	0	0
2487	"<MENTION_1> Io presa in giro perché ero bassa, poi durante la gravidanza messo su 23 kg.. ma sei una balena!  Ridimagrita e la mamma che ti dice hai le rughe, che pelle spenta"" è ora di fregarsene,, di non cadere in questo incubo.. Avranno sempre da"	0	0
2488	Porca puttana continuate ad augurarle di morire sentendovi realizzati, ma vi avessi davanti vi farei rimpiangere di avere una faccia perché ve la spaccherei. Spero che tutto il male che date vi si ributti contro, e nel peggiore dei modi.	0	0
2489	Quattro caffè di cui uno corretto grappa... Porca puttana...Cit. il cameriere dietro di me???	0	0
2490	Se questo è uno stupido scherzo giuro che vi ammazzo cristo santo. State spaventando mia madre porca puttana smettetela	0	0
2491	It’s a beautiful day per uscire e io invece devo restare a casa a studiare perché lunedì ho la terza prova, madonna puttana che sbatti	0	0
2492	"Ci sono questi bambini di prima media sul pullman che parlano così: figa ma come cazzo...."" ""che cazzo vuoi figa"" ""non me ne fotte un cazzo""In ogni frase una parolaccia, ma poi proprio il modo, porco cazzo che cazzo urli.NON SIETE FIGHI SIETE RITARDATI E MI FATE RIDERE"""	0	0
2493	<MENTION_1> <MENTION_2> <MENTION_3> La Boldrini e Asia argento! chissà in che lingua parleranno...esperanto forse	0	0
2494	A biondo è partito un porca puttana hahahaha	0	0
2495	<MENTION_1> Ce porca puttana io manco me ne ero resa conto ma vai a cercare proprio il pelo nell’uovo ?	0	0
2496	Porca puttana Maria così facendo saPPIAMO GIÀ CHI RISCHIA E CHI VA AVANTI POR*****O#amici17	0	0
2497	VI SILENZIO ANCHE L'ANIMA PORCA PUTTANA	0	0
2498	Va bene sta arrivando la primavera.Il sole, i fiori, gli uccellini nel cielo... Però porca puttana LE MOSCHE? ANCHE QUELLE?	0	0
2499	"I ragazzini di oggi si ammazzano per ogni cagata"" AMMAZZA che analisi sociologica approfondita e completa, allora siete meglio voi porca puttana"""	0	0
2500	oggi ho incontrato l'uomo che ha contribuito a crearmi e volevo sputargli in faccia porca puttana quanto è falso ipocrita schifoso madonna lo odio	0	0
2501	Porca puttana! #FinoAllaFine #ForzaJuve #BeneventoJuve	0	0
2502	Porca puttana ci sta sculacciando una squadra retrocessa alla seconda di campionato e ho appena letto:”indovinate un po’ di dov’è l’arbitrooooh!1!1!1”	0	0
2503	Ci aggiornate porca puttana? <MENTION_1>	0	0
2504	DITEMI COME CAZZO STA LORIA PORCA PUTTANA	0	0
2505	"<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> I sinistri svizzeri"" sono peggio dei nostri perché lì non se li fila nessuno e possono dire quello che vogliono!BUTAC è il loro simbolo che gli è entrato in gola per traverso, anche se spon"	0	0
2506	Mali nn qualifica nemmeno in coppa d’Africa, porca puttana #BeneventoJuve	0	0
2507	Che cazzo centra Kalinic con Diabatè?! Siete ossessionati porca troia.	0	0
2508	Falli come quello su Rugani li fischiano solo a loro..Ma dai neanche a scherzi a parte porca puttana	0	0
2509	Rugani ha le palle di una ragazzina, porca puttanaTre anni nella Juve e non si è affinato?	0	0
2510	<MENTION_1> MA PORCA PUTTANA per la gente è cosi difficile da capire grafica bella e moderna--&gt;Remake... grafica merdosa originale--&gt;remastered HD sembra proprio che per far capire le cose alla gente bisogna fare delle spiegazioni del cazzo...bah	0	0
2511	Se c'è un motivo per cui oggi non ho scritto nulla sul buon #IgnazioScardina, è proprio per il vomito su #Calciopoli che ho letto in giro. Il tutto mentre la lurida puttana ha bisogno di due rigori per battere una squadra di Serie B. <URL>	0	0
2512	MA CHE CAZZO DI GIOCATORE SEI MAMMA MIA INCATENATELO A VINOVO E COSTRUITECI LA SQUADRA INTORNO PORCA PUTTANA.#BeneventoJuve #jvtblive	0	0
2513	<MENTION_1> Siamo noi gli stronzi porca puttana	0	0
2514	<MENTION_1> Che valgono lo 0,2 % del Pil. Porca puttana!!! E intanto vogliono togliere la Fornero in paese in cui la spesa previdenziale è al 30%, demografia asfittica. E i giovani under 30 li appoggiano. Dio mio!!!	0	0
2515	"<MENTION_1> Ma porca puttana, ma socialista"" e ""popolare"" no? Eppure sono i primi due valori su cui si è fondata la sinistra dell'800!!!!"""	0	0
2516	ma ciao minchioni! teste di cazzo, sempre con amore!! ma quanto siete belli porca puttana,,, ok vedo che prendo tutto con molta dignita' e calma #clario <URL>	0	0
2517	Buffon NON è più il più forte del mondo porca puttana, MA CAPITE CHE NON HA PIÙ I RIFLESSI DI UNA VOLTA? CAPITE CHE HA 40 ANNI E NON 20? Minchia mi sembrate un branco di deficienti aggrappati ad un passato che PURTROPPO non ritornerà. Svegliatevi cazzo, SVEGLIATEVI	0	0
2518	Facessero pace col cervello il pd ! ma a costoro del paese se ne FREGANO credono di giocare ad una partita  scacchi! la LA  LEGGE ELETTORALE  schifosa l hanno fatta loro ed ora Renzi fa I CAPRICCI  SAREBBE DA PRENDERE A SCHIAFFI . <URL>	0	0
2519	Credo non dimenticherò mai mia madre che, dopo aver sentito sign of the times alla radio e avermi chiesto di che artista fosse, alla risposta “Harry Styles, quello degli One Direction” mi ha risposto solo “porca puttana”. Vai Haroldo, spacca i culi!!❤️ #OneYearOfSignOfTheTimes	0	0
2520	RT <MENTION_1> Buffon NON è più il più forte del mondo porca puttana, MA CAPITE CHE NON HA PIÙ I RIFLESSI DI UNA VOLTA? CAPITE CHE HA 40 A…	0	0
2521	Che agonia porca puttana. #BeneventoJuventus	0	0
2522	Ma porca puttana!#Muenster #Germania <URL>	0	0
2523	Io capisco che voleva andare via, però porca puttana do il massimo, almeno un grande squadra mi vede e si rende conto che valgo. Sandro sta facendo una stagione vergognosa	0	0
2524	porca puttana li sto andando a insultare il prossimo step è l'omicidio	0	0
2525	Questa ha letteralmente paragonato i novax agli ebrei porca puttana voglio sbattere la testa al muro perché la gente è SCEMAAAAA <URL>	0	0
2526	#BeneventoJuventus MA STATE ZITTI!!!!! BASTA LECCARE IL CULO!!! MA QUANTO VI DANNO PORCA PUTTANA??? L'HANNO ACCONTENTATA! IL CAMPIONATO ITALIANO E' UNA FARSA! <MENTION_1> <MENTION_2> <MENTION_3>	0	0
2527	NON HO IMPARATO A BALLARE A CANTARE A SUONARE QUALCOSA A FARE UNO SPORT PRIMA PERCHÉ VOLEVO STARE DAVANTI ALLA TV E POI PER LA SCUOLASE IO FACCIO STE COSE IO I COMPITI E LO STUDIO QUANDO LI FACCIO PORCA PUTTANA?	0	0
2528	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Porca puttana... ogni volta sta storia. Dimmi perché il PD dovrebbe essere meglio di FI senza la solita litania. Argomenta per favore.	0	0
2529	Azzeccasse un servizio porca puttana <URL>	0	0
2530	Porca puttana.#ASR #RomaFiorentina <URL>	0	0
2531	Ma porca puttana bastardaVAFFANCULO#RomaFiorentina	0	0
2532	<MENTION_1> Porca puttana ladra troia <URL>	0	0
2533	<MENTION_1> Porca puttana mi sento morire già adesso	0	0
2534	GIULIA PORCA PUTTANA BACIALO, BA CIA LO! — LO SO SONO STATA UN'IDIOTA AD ESSERMI TIRATA INDIETRO VORREI PICCHIARMI. <URL>	0	0
2535	<MENTION_1> Calmi un cazzo, puttana lurida.	0	0
2536	<MENTION_1> Non ho mica detto che ti stupro	0	0
2537	stasera veramente devono tenermi.perché VOGLIO FARE IL PUTTANONE COME SE NON CI FOSSE UN DOMANI! <URL>	0	0
2538	<MENTION_1> ma mi fa incazzare qualche retard del pd hanno perso e basta, l'altro pirla si dimostra di colpo disponibile al dialogo e qualche cuck in chief tipo franceschini ci fa pure un pensiero porca puttana	0	0
2539	Aiuto raga, il mio ragazzo non vuole che io scriva a nessun altro ragazzo, specialmente uno, che è tra i miei migliori amici, ma cazzo si deve fidare di me porca puttana	0	0
2540	"Porca puttana Berardi contro di noi diventa CR7, chi se lo aspettava questo poker da parte sua""Io domani alle 23"""	0	0
2541	Porca puttana se siete stronzi ohLo volete capire che se un* si deve mettere a dieta lo deve fare per sé stess* e la sua salute e non perché spint* dalle battute cretine di quattro deficienti che pensano di essere simpatici?	0	0
2542	<MENTION_1> <MENTION_2> madonna puttana cianone che cazzo di sfiga	0	0
2543	Mia cugina, 15 anni, ho avuto la pietà di censurarla solo per il grado di parentela. Ma che CAZZO di caption è porca puttana guardate se devo essere imparentata con gente tanto ignorante <URL>	0	0
2544	Prediche religiose, ricatto morale ecc. Basta impegnarsi nel concreto. Non possiamo rendere una donna schiava del suo corpo, costringendola a sopportare lo stato di gravidanze in casi particolari. Fin quando tutto ciò non si avvererà, la legge attuale rimane la risorsa  migliore	0	0
2545	<MENTION_1> Anche io, porca puttana	0	0
2546	"e niente poi non corregge m a i la pronuncia e non intendo tipo una o più chiusa o una più aperta o la differenza tha breath e breathema una mia compagna ha letto idea idia""cioè dai porca puttana sei un'insegnante non imparerà mai se non la correggi"""	0	0
2547	"gliel'ho appena detto e mi fa la stessa cosa vale per te""porca puttana sto tutta la settimana fuori/a studiare in bagno per lasciargli la stanza libera e se il sabato sto a letto e non può mettersi al pc mi fa diecimila casini"""	0	0
2548	#Amici17 RAGA SIAMO IN DIRETTA NON PERDETE TEMPO PER STE MINCHIATE DANIELE TVB MA STAI ZITTO PORCA PUTTANA	0	0
2549	@ Daniele e Zic tagliatevi i capelli porca puttana #Amici17	0	0
2550	Quelle tute sono più brutte del mio pigiama anti stupro #Amici7	0	0
2551	ora gia' immagino chi fate andare in panchina dei blu! se non va Biondo mi fate imbestialire porca puttana,,  non mi toccate Lauren Shepora e Irama #amici17	0	0
2552	MA PORCA PUTTANA GARRISON HAI ROTTO I COGLIONI MA QUALE MURO TRA SEPHORA E IL PUBBLICO CHE QUI SIAMO TUTTI BIMBI DI SEPHORA #AMICI17	0	0
2553	Dai ragazzi Garrison è un figlio di puttana infame ma di che cazzo stiamo parlando  #Amici17	0	0
2554	Matteo inascoltabile? Ma porca puttana allora continua ad ascoltarti come un dejavu a ripetizione dai #amici17	0	0
2555	"<MENTION_1> Io sapevo Figa di Legno"" ma la Storia è controversa...?"""	0	0
2556	RT <MENTION_1> bianca porca puttana dove sei	0	0
2557	adesso come faccio?? PORCA PUTTANA MAIALA	0	0
2558	Oggi tutto di sinistro con Dybala e Costa. Leggo critiche ad Allegri però porca puttana mica ci vuole la scienza per battere il Benevento. Responsabilità più dei giocatori in questi testacoda. #BeneventoJuve	0	0
2559	Ma perché <MENTION_1> deve sempre essere così acida? Anche quando dice cose giuste passa dalla parte del torto lanciando inutili frecce avvelenate a <MENTION_2> Mah?? #BallandoConLeStelle	0	0
2560	Porca puttana che meraviglia Grant Ward in giacca e cravatta	0	0
2561	Quand'è che le scuole introdurranno dei corsi di difesa personale soprattutto anti stupro ???	0	0
