id	text	misogynous	misogyny_category	target
1981	<MENTION_1> When you sleep in the night and there's a hole in the bottom and you don't notice it you're most likely going to drown.	0	0	0
1982	<MENTION_1> I tell you what... I could fall down the rabbit hole of collecting old medical stuff! Gorgeous!	0	0	0
1983	<MENTION_1> Do you have a tow bar on your ram?	0	0	0
1984	My brother is such a dick to his girlfriend who is so damn nice and it literally pisses me off.	0	0	0
1985	<MENTION_1> At least you got to go hoe	0	0	0
1986	<MENTION_1> <MENTION_2> <MENTION_3> your own source doesn't even say what you claim it does. *with the exception of rape* is what it says	0	0	0
1987	<MENTION_1> I though in a free country you could worship whoever you want too? Isnt america the home of the free? You're a cunt	0	0	0
1988	In America, only 7% of rapists are convicted. It's about power - men want to know they can rape, harass, abuse any woman &amp; get away with it.	0	0	0
1989	How far can you go down the rabbit hole ?	0	0	0
1990	Nah If i kiss my girl my dick gonna get hard &; im tryna fck 🤷🏻‍♀️ You sleep !! <URL>	0	0	0
1991	<MENTION_1> The man asked you a question. Make sure you answer it you weak bubble headed socialist union whore. <URL>	0	0	0
1992	<MENTION_1> are you ok Hun? There’s a Mark shaped hole in my Facebook. ❤️❤️❤️❤️	0	0	0
1993	<MENTION_1> Watch the trailer you stupid cunt, you’ll love it	0	0	0
1994	My bunker alfa in my phone have only 1 floor I know this is a problem with my ram . But can you fix it soon . Need chopper <MENTION_1>	0	0	0
1995	If you voted yes ya moms a hoe	0	0	0
1996	<MENTION_1> <MENTION_2> <MENTION_3> Welp I think you said the correct thing. Though now he's protected his tweets. What a fuckin cunt.	0	0	0
1997	<MENTION_1> Shame you won't protect children from threats of violence, harassment or rape	0	0	0
1998	<MENTION_1> <MENTION_2> Hoe your dreams also return to you as nightmare	0	0	0
1999	Bitch boi still doesn’t know his girl still barking up my tree 😴	0	0	0
2000	BEL WHERE THE HELL ARE YOU YOUR SIDE HOE MINHYUK IS NOW IN BLACK MYDMD!DMMF	0	0	0
2001	69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.	0	0	0
2002	It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her	0	0	0
2003	Saturday Twitter Tip Find 5 men you disagree with Ensure they are blocked to prevent rape and death threats Ign… <URL>	0	0	0
2004	<MENTION_1> got really excited hearing you on Rico’s stream only to find out you still aren’t streaming because of ram issues. ::lesigh::	0	0	0
2005	You're chip leader and your hole cards are 6h Js are you taking it down?	0	0	0
2006	<MENTION_1> NOT LONG NOW BEFORE YOU ARE IMPEACHED .. YOU YELLOW BELLIED SELF-CENTRED CUNT ...... NEVER DID NATIONAL SERVICE .. COWARD!	0	0	0
2007	“ go talk to your side hoes “ first of all you are the side ho 😂😂😂	0	0	0
2008	<MENTION_1> Useless stupid cunt furious	0	0	0
2009	<MENTION_1> I know you don't apply common sense, but common sense says no-one would be cautioned for rape is a successful prosecution was possible.	0	0	0
2010	<MENTION_1> <MENTION_2> <MENTION_3> hoe you dont even know??Tragique....add me back	0	0	0
2011	<MENTION_1> <MENTION_2> Ps - Andy, I’ll meet you at the Ram in town for the Rams game today. Really excited for this one!	0	0	0
2012	<MENTION_1> <MENTION_2> at least he speaks out against organisations who threaten to rape children you applaud them and support them.	0	0	0
2013	<MENTION_1> Honestly, if they are calling you a cunt for not responding to them in time because they have issues, that's pretty fucking shitty. Love ya	0	0	0
2014	Rene Lavice, Jareth - Let You Go (Ram) #DrumnBass <URL>	0	0	0
2015	<MENTION_1> <MENTION_2> You're a dick. Said every woman ever	0	0	0
2016	Only you hoe	0	0	0
2017	Online seller, pls display price you cunt!	0	0	0
2018	...we need to be the ones to ensure this culture of rape, and this belief that power gives you entitlement ends with this generation...	0	0	0
2019	Apparently 'fuck off and die you stupid cunt' with no prior engagement is within twitter rules. I bet <MENTION_1> would disagree if i tweeted that	0	0	0
2020	Don't let the world ending distract you from the fact that you're a hoe.	0	0	0
2021	<MENTION_1> <MENTION_2> Hata maasai wako na aids you stupid son of a bitch. Luos are the ones who live lavish lifestyle in Kenya while u live like bedbugs. Puga	0	0	0
2022	<MENTION_1> Grow up you slag	0	0	0
2023	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> How many women commited Jouhar to avoid rape and captivity? Those who don't learn from history are condemned to repeat it..	0	0	0
2024	Note saying'what do you mean I dont need ID EVERYONE knows who I am' makes you look like an a%€hole #relaxthereDListcelebrity #humbleclearly	0	0	0
2025	When you find yourself in a hole, quit digging. - Will Rogers #quote	0	0	0
2027	<MENTION_1> What do you expect, they were captive of Muslims following the Qur'an. It allows rape and murder of captive infidels. Read your own book and that it does.	0	0	0
2028	Oh You Cunt! It's 9:30AM	0	0	0
2029	Sucking dick behind close doors but fucking pussy openly	0	0	0
2030	<MENTION_1> You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.	0	0	0
2031	Remind me what I pay NI for. And what the fuck have you done with our money cunt? <URL>	0	0	0
2032	Im not a hoe and you not gone treat me like one, people don’t understand that. 🤦🏾‍♂️	0	0	0
2033	The woman who #accused nelly of #rape has dropped her case. <URL> <URL>	0	0	0
2034	<MENTION_1> I’m pretty sure it’s me, says Tom right there you dumb cunt	0	0	0
2035	To use rape as a weapon towards women are far worse than using a bullet. Only other men can help the women in Burma. Stand up for the women	0	0	0
2036	When it comes to rape, you can't be too careful	0	0	0
2037	<MENTION_1> Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉	0	0	0
2038	Life a hoe but gaw damn shit just so good when you hitting it right	0	0	0
2039	New blog post: ZX81 internal 16K RAM upgrade in a way which is reversible should you want to go back to the stock 1K <URL> <URL>	0	0	0
2040	<MENTION_1> how drunk was this a hole and did you threaten to chop it off in theme with the month?	0	0	0
2041	Iran: Justice needed for rape &; murder of 7-yr-old girl but executing the 17-yr-old boy convicted doesn't deliver it <URL>	0	0	0
2042	<MENTION_1> Aye every cunt can see yer a pure irrelevance other than the rangers twitter maws n da’s that follow follow you hahhaha	0	0	0
2043	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Shut up you bald cunt	0	0	0
2044	<MENTION_1> <MENTION_2> wait are you saying that the canine birth canal is not a puppy sized hole in the mother's belly?	0	0	0
2045	Y’all gas Eminem’s ass way too much for me like the way that grown ass man talks about rape and beating women is not excusable.	0	0	0
2046	<MENTION_1> Legally it is rape if you inserted something inside someone without their consent	0	0	0
2047	<MENTION_1> <MENTION_2> <MENTION_3> Happy birthday you crazy cunt 😘#EarthWormJim	0	0	0
2048	<MENTION_1> <MENTION_2> White man rape also. Brock Turner got caught raping a women only served 3 monthe	0	0	0
2049	The woman who #accused nelly of #rape has dropped her case. <URL> <URL> <URL>	0	0	0
2050	Really up wondering why this bitch wants all my seconds 😂 40 something year old whore	0	0	0
2051	81. #Bozo invites u round for a seemingly harmless sleep over but will spend all night trying to con you into sex or even rape u	0	0	0
2054	<MENTION_1> Do you even see ECC RAM on their website? Because I don't.	0	0	0
2055	<MENTION_1> Brian you should’ve got RGB ram!!!	0	0	0
2056	When the woman says “no” and the husband forces himself on her, that’s rape. Please sir, you sound uneducated <URL>	0	0	0
2057	Don’t you dare call a woman a hoe in front of me, I didn’t spend all this time hoeing to not get my credit! Foh!	0	0	0
2058	<MENTION_1> Sold out to the chicken hawks ya cock 👊🏿 that's You officially part of the swamp GOFUCKYERSEL 👊🏿	0	0	0
2059	<MENTION_1> just stop before you make it worse. eat your cock and pussy	0	0	0
2060	<MENTION_1> Maybe you guys haven’t heard of India? Google plz, world rape capital	0	0	0
2061	RT: Woman who #accused nelly of #rape wants to drop charges. <URL> October 14, 2017 at 08:27AM #USSupportLLC Jason J Wat…	0	0	0
2062	RT: The woman who #accused nelly of #rape has dropped her case. <URL> <URL> October 14, 2017 at 08:31…	0	0	0
2063	Trying to undermine women speaking out and suggesting women lie about sexual assault. 😔 Victim blaming and rape apologising. 😔 <URL>	0	0	0
2064	<MENTION_1> <MENTION_2> I'm pre-empting you telling me it has a hole punch and post it notes. That has been filed in my short term memory (not shiny gold ipad book)	0	0	0
2065	<MENTION_1> You need to ride my cock	0	0	0
2066	<MENTION_1> Are you justifying rape because someone just went 'there'	0	0	0
2067	Nelly's rape accuser wants case dropped . . The woman who accused Nelly of rape is refusing to… <URL>	0	0	0
2068	Heartbreak. The final heartbreak. Helps you see what the problem is. What you need to do to get better. I need to fill that hole.	0	0	0
2069	So many Traitor Russian Whores confirmed by you <MENTION_1> Whores of Traitor Russian Whore <MENTION_2> who repays you w/ betrayal as he does all. <URL>	0	0	0
2070	Fool me once shame on you. Pussy ho you wont fool me again.	0	0	0
2071	So why wouldn't you [report the rape]? <URL>	0	0	0
2072	Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕 <URL>	0	0	0
2073	And if you make it past the shotgun in the hall Dial the combination, open the priest hole And if I'm in I'll tell you	0	0	0
2074	<MENTION_1> <MENTION_2> <MENTION_3> Yup. You *did say this <MENTION_3> And now you have lied to get yourself out of a hole.	0	0	0
2075	No Woman Is Immune <URL> #rape #sexualabuse <URL>	0	0	0
2076	<MENTION_1> Agriculture for one. Services and manufacturing too...do you live in a hole?	0	0	0
2077	<MENTION_1> Do you know how traumatizing rape is?	0	0	0
2078	<MENTION_1> <MENTION_2> Islam has been at war with infidels 1400 years... do you believe in the rape and murder taught in your Qur'an? if you do not its time to say so. Stop the lies. <URL>	0	0	0
2079	'They say music can alter moods and talk to you, well can it load a gun up for you and cock it too?' - Sing For The Moment	0	0	0
2080	What the fuck Richard you can just shove my milkey seeds into your hole <MENTION_1>	0	0	0
2081	<MENTION_1> <MENTION_2> You are todays saibaba,lord krishna,god ram plz help me or i will commit suicide	0	0	0
2082	<MENTION_1> The rape joke about a girl having sex with Sandra's comatose boyfriend was in poor taste, and extremely vile.	0	0	0
2083	<MENTION_1> Gl on the potential next game. You guys got yourself in a hole. All we can do is support. The rest is up to you guys. Hope is not lost.	0	0	0
2084	<MENTION_1> Yeah, but I think RAM is something you can’t ever have enough of. Maybe when you can load the entire HD into memory...	0	0	0
2085	<MENTION_1> You broke it. A hole.	0	0	0
2086	m all back. Even Crowley. 'Cause after everything you've done, you owe us, you son of a bitch. So you get your ass down here, and you make t	0	0	0
2087	that is very true, any good Psychologist will tell you the same thing. Rape is rape by a more powerful assailant. <URL>	0	0	0
2088	hypnotize synthesize love is a lie like a hole in the sky then you die	0	0	0
2091	i can't have a girlfriend my dick's only big enough for one of us	0	0	0
2092	<MENTION_1> Bobbys a little butt hurt today. Go have a drink and STFU you are the a**hole. I've lost all respect for you. I used to think you spoke real	0	0	0
2093	<MENTION_1> When Roman Polanski drugged, raped and sodomized a 13 year old girl it wasnt 'rape, rape' right Whoppi? <URL>	0	0	0
2094	Please RT if you like!! #luxurycars #luxury #supercars #cars Golfer Gets Hole-In-One, Wins a Porsche <URL> <URL>	0	0	0
2095	<MENTION_1> This is about integrity. It is not about parties or candidates. Would you permit rape, if perpetrated by a political side?	0	0	0
2096	<MENTION_1> <MENTION_2> I feel like you've filled a hole in my heart alys where have you been all my life	0	0	0
2097	hard to give that to others because i know how bad it is when it feels like you’re falling down a hole and there’s no one to pull you up.	0	0	0
2098	Join us in the rabbit hole last night? Tag us and share your photos using #OverScared - you could win 2 tickets to #Frightmare 2018! <URL>	0	0	0
2099	underneath it all i’m held captive by the hole inside i’ve been holding back for the fear that you might change your mind	0	0	0
2100	The misogyny of trans activists. Weinstein is about the rape and abuse of women ,but we are told pointing this out is 'exclusionary ' <URL>	0	0	0
2101	Thank you #Pac12AfterDark #MTN8Final #BMFConference2017 Johann van Graan chile con la ram <URL>	0	0	0
2102	Nelly's rape accuser says she wants the case dropped: The woman who accused rapper, Nelly of rape, has refused to… <URL> <URL>	0	0	0
2103	Anybody can dig a hole and plant a tree. But to make sure it survives, you have to nurture it, you have to suffer for it,jst lyk a wife.	0	0	0
2104	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Touchdown is easy when you only choose hog nd battle ram ,then game is yours	0	0	0
2105	shut the fuck up quran didn't said anything like this they arw terrorist who rape woman and killed infant baby dont blame islam for this <URL>	0	0	0
2106	<MENTION_1> You may see this c<MENTION_2> in England he will ram you thow.so caution on the roads😍 <URL>	0	0	0
2107	<MENTION_1> Ensure you use a closed lid with a hole in the centre.. Else you'll send beans flying everywhere!	0	0	0
2108	<MENTION_1> <MENTION_2> Do you live in a hole? Or Crazy Bot? Trump has Never had a MASTER PLAN &; ONLY CARES ABOUT TRUMP! Stay in your hole &; keep to yourself! BOT!!	0	0	0
2109	Love is like a deep hole. When you fall into it, it's really hard to come out.	0	0	0
2110	#breakingnews #tech Got some bitcoin burning a hole in your digital wallet? And paradise on the mind? You could u… <URL> <URL>	0	0	0
2111	<MENTION_1> you fucking suck a giant donkey cock. Get your shit together. No excuse for sudden 3am outages you fucks!	0	0	0
2112	ram demon covered in wax who only mutilates politicians. 6/10, might eat you ❤︎	0	0	0
2113	QUESTION: Should 'Refugees' Who Break The Law & Rape Women Be Deported Immediately? <URL> vía <MENTION_1>	0	0	0
2114	<MENTION_1> <MENTION_2> This is funny its about the third time you have tried to pigeon hole me and discredit my view as not being my own	0	0	0
2115	<MENTION_1> <MENTION_2> nets you a Amount of Gold and other Metals which is dependant on their Mud Hole.	0	0	0
2116	Bored with your home? Pimp it up. Add some spice #Laminate Cutter D-I-Y. Easier than you think (USA/Canada &; UK) <URL>	0	0	0
2121	<MENTION_1> <MENTION_2> ram man, why are you such a white knight on social media?	0	0	0
2122	When you find yourself in a hole, quit digging. - Will Rogers #thestressninja #lifecoaching <URL>	0	0	0
2123	you made yourself a bed at the bottom of the blackest hole and convinced yourself that it's not the reason you don't see the sun anymore	0	0	0
2126	When was the last time you tried to squeeze through a 10cm hole? <URL>	0	0	0
2127	When you come in from feeding the animals and your boyfriend has cut a massive hole out of the wall. 'I'm just seeing how it would look' 🤔	0	0	0
2128	<MENTION_1> Lmao they got this pillow that lets you lay on your stomach shit like a a little hole for your belly	0	0	0
2129	Wake up at 6 in the morning to hear <MENTION_1> commentating on the game. Guy speaks out of his butt hole, don’t know how you got this job 😒😒😒	0	0	0
2130	<MENTION_1> You are one sick stupid foul ridiculous calculated evil son of a bitch. They can't remove your stupid ass fast enough.	0	0	0
2131	Darmian he's left footed mate don't you know that already you stupid cunt	0	0	0
2132	Only that in you which is me can hear what I'm saying. ~Baba Ram Dass	0	0	0
2133	<MENTION_1> Remember you have to get the ball in the hole too. Have your fun pal!!! ;)	0	0	0
2134	MICHAEL IMMA FKN RIP YOU UP IF DONT STOP TAKING ALL THE INTERNET TO STREAM PORN OR ANIME &amp; STOP WALKIMG AROUND W YOUR ASS OUT YOU FAT CUNT	0	0	0
2135	<MENTION_1> Tee it up eastwards at Kilspindie and there's a good chance you might get a hole in 1 at Muirfield.	0	0	0
2136	Here's David A. to tell you about our special 2017 Ram 1500 Big Horn Lease special going on this month. <URL>	0	0	0
2137	'Can you stop getting into abusive relationships I'm tired of listening to you cry and then watch you fall back in the same hole' -Siow 2017	0	0	0
2138	<MENTION_1> <MENTION_2> <MENTION_3> ty for the charizard pimp i mean really thank you sadly i was too late for the marshadow haha i mean really man ty :)	0	0	0
2139	<MENTION_1> Crawl back in your hole, you should be in the pokey by now!	0	0	0
2140	FUCK OFF REF. Martial was held back. U stupid cunt. What the fuck is wrong with you?	0	0	0
2141	<MENTION_1> <MENTION_2> Well duh I made the gc you a hole	0	0	0
2142	Put ya fucking dummy back in Lukakwho ya stupid cunt	0	0	0
2143	Fucking yellow card stupid cunt #LIVMAN	0	0	0
2144	‘Make a hole in your life. You might see something through it.’ Iris Murdoch <URL>	0	0	0
2145	MOVE YOUR BODY LIKE YOU DO * Feat. SLAP DAT BITCHIN SLAG: <URL> via <MENTION_1>	0	0	0
2146	How can you slag someone off so much and then be best friends the next minute 😂😂😂	0	0	0
2147	I don’t like Halloween at all that shit cold and everwhere you go smells like booty hole and candy don’t @ me	0	0	0
2148	'ᴴᴰ Lee Min Ho and Suzy relationship: Lee Min Ho hopes to get married to protect girlfriend Bae Suzy' : <URL>	0	0	0
2149	<MENTION_1> Such as in this case? Woman accusing <MENTION_2> of child rape remains silent after threats <URL>	0	0	0
2150	Mi A1 Mobile - What you in the box + Storage + Ram + Android Version: <URL> via <MENTION_1>	0	0	0
2151	<MENTION_1> I don’t know how you have the audacity to charge extra to eat in, the place is a shit hole #WestwoodCross thanet	0	0	0
2152	Have you reserved your spot at RAM's Annual Art Affair?! RAM members get 25% off admission price! <URL>	0	0	0
2153	Fuck did rudiger do to deserve getting benched? Luiz was a stupid cunt in 2 games and deserved a ban. Doesn’t deserve back in	0	0	0
2154	This is what happens when you choose to torture, behead &; rape men, women and children.The wrath of nations be upon you &; utterly wipe u out <URL>	0	0	0
2155	Texas 'rape insurance' bill is about economic violence against women <URL>	0	0	0
2156	Look @ Smith's 'Ram'dom Act of Kindness. Have you submitted your Act Of Kindness yet? It's easy, fill out this form: <URL> <URL>	0	0	0
2157	Hahahahaha fuck off Jurgen you stupid cunt.	0	0	0
2158	Why does this stupid Herrera guy pass the ball without taking a touch then when he loses it presses like a cunt?	0	0	0
2159	<MENTION_1> Squaw = racist slang for Native/First Nations cunt associated with RAPE and GENOCIDE.	0	0	0
2160	<MENTION_1> Women in domestic home and poor women in run-down areas far more at risk of rape, murder and assault… <URL>	0	0	0
2161	Dispelling The Myth Of The Girl Who Cried Rape <URL> <URL> #resist	0	0	0
2162	Taking of Salah for the Ox is like forcefully ramming a broom up your arse, just why would you do it #LIVMUN	0	0	0
2163	<MENTION_1> Thanks you Ram Dass a very timely reminder as so many are suffering at this time. Oh, and we hope you're feeling better💕	0	0	0
2164	Bitch you look stupid af 🤗	0	0	0
2165	A middle aged woman just shouted 'well done' at me while I was running so I guess I'll just go crawl in a hole and die now.	0	0	0
2166	You couldn’t possibly value a girl if you still refer to women as “bitch” 😒	0	0	0
2167	As you get ready for the Black &amp; Gold game today here are 5 things you can say to the person next to you to make you sound like a Ram fan...	0	0	0
2168	This advent calendar helps you pimp your Prosecco throughout Christmas: <URL> <URL>	0	0	0
2169	Police officer was on verge of suicide after false rape accusation as woman who accused him is ... <URL>	0	0	0
2170	<MENTION_1> <MENTION_2> should pay trump the pimp #10 million 2 resign!Trump would take it !He pimped US democracy 2Putin!trump’s a whore 4💰	0	0	0
2171	This Liverpool Man U , holy fuck . If that's what hundred of millions buys you , you can ram it	0	0	0
2172	<MENTION_1> <MENTION_2> <MENTION_3> Dear <PERSON_1> I know rare peopel like you who always helping needy people. Thank you <URL>	0	0	0
2173	Arrest Warrant Issued in Murder, Rape of One-Year-Old Girl in Conneaut, Ohio <URL>	0	0	0
2175	<MENTION_1> <MENTION_2> What are you saying? You are not daughter of ram rahim. ?????	0	0	0
2176	Today's genuinely stupid Bern whataboutism: you can't bitch about the guy who said identity politics are a distraction being the keynote 1/2	0	0	0
2177	You know you're doing something right when you got haters ✌🏼 <URL>	0	0	0
2178	<MENTION_1> i mean, i know that 😂😂😂 i spent 8 weeks learning about them but my anxiety is like NOPE BITCH BE SCARED HOE	0	0	0
2179	If <PERSON_1> has 1 GB of RAM, and if you have 1 GB of RAM, <PERSON_1> has more RAM than you.	0	0	0
2180	Eat, bite, fuck, suck, nibble, gobble, chew! Finger-fuck hair pie, dick cunt screw! Hurray! Bat fuck! Blow me! #Syria❀	0	0	0
2181	<MENTION_1> <MENTION_2> They are trying to rape that young girl and they rome around like animals fucking wankers	0	0	0
2182	The thinking mind is what is busy. You have to stay in your heart. You have to be in your heart. Be in your heart. - Ram Dass	0	0	0
2183	Just seen a girl on tinder who's bio just said 'I'm a hoe.' So poetic. I might marry this woman fam.	0	0	0
2184	If You Wanna Be Stupid Over Some Dick Do Your Thang Sus 🤣🤷🏽‍♀️ Im Jus Not Gone Fwu Nomore 🗣✅💯	0	0	0
2185	What an a$$hole lying bastard you are. Stupid con artist we pray for your death daily <URL>	0	0	0
2186	<MENTION_1> fuck your life jump off the rmpire state building and impale your self with everybodyd hate towards you you stupid cunt	0	0	0
2187	THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against <MENTION_1> Full details 👉 <URL> #dcfcfans <URL>	0	0	0
2188	<MENTION_1> Sooo you trying to pimp em out. Bet.	0	0	0
2189	#tgt the woman accusing#rapper #nelly of rape will not testify. Sippers🍵 here’s the spill from… <URL>	0	0	0
2190	Get a real woman not a hoe then. <URL>	0	0	0
2191	<MENTION_1> Faggots pay day !! Hand it over as you get bitch slapped by my cock ! Hahaaaa	0	0	0
2192	Anyone with the ASRock AB350M mobo, if you have a photo of the RAM slots, it'd be a huge help. I need to know if mine is missing parts :(	0	0	0
2193	NBC Rachel Maddcow not concerned about Rape &; Sexual abuse of women occupying Hollywood Harvey? Straight women don't count I guess	0	0	0
2194	(Toronto Sun):#Woman who accused #Nelly of rape wants case dropped : A woman who said the.. <URL> <URL>	0	0	0
2195	The woman who accused Nelly of rape last weekend is dropping her case. Should he get a public apology? <URL>	0	0	0
2196	<MENTION_1> (Season of the Bitch is tbh nothing like Chapo but that's not a bad thing, tho you know me, I hate men and love women SO.)	0	0	0
2197	<MENTION_1> <MENTION_2> Its clear in the fuckin video are u fuckin stupid if u take idubbz dick out your mouth for 2 fuckin seconds you would hear him say nigger	0	0	0
2198	Above all else, Trump is a stupid son of a bitch.. <URL>	0	0	0
2199	<MENTION_1> <MENTION_2> oooooohh . i am a tit man 😎😎😎😎😎😎i wanna pimp you Laezye	0	0	0
2200	ComfortableLong Sweater Women Autumn Winter Short Sleeve Hole Tassel Thin Sweater Female Solid Loose Pullover <URL> <URL>	0	0	0
2201	I'm astounded women have to tell grown men 1) Don't drug us on dates 2) Don't send dick pics 3) Using power/position/fear isn't consent <URL>	0	0	0
2202	I sit here and wonder sometimes like what a man have to be going through to just want to rape a woman dude like it’s sick	0	0	0
2203	'Women for the first time are raising their voice and asking for peace' bitch Palestinian women have been protesting/marching for 69 years <URL>	0	0	0
2204	Many women don't report sexual assault because they think no one will believe them. I've been told twice nobody would ever want to rape me.	0	0	0
2205	<MENTION_1> <MENTION_2> Although if you slag Muslims off ..you're probably get a knock at the door	0	0	0
2206	Still find it stupid how Zephiel wasn't even sucking dragon dick	0	0	0
2207	<MENTION_1> A moron thus probably thinks that rape is a form of aggressive romance. People this stupid don't merely exist, many have inordinate power DT	0	0	0
2208	The woman who is accusing Nelly of rape wants to drop the investigation bc she thinks the system will fail her. This broke my heart... <URL>	0	0	0
2209	ONLY LATELY since I was raped in 2012 women are getting braver in the west to speak out about their rape experiences <URL>	0	0	0
2210	<MENTION_1> Every time there’s a new girl going thru my Facebook photos I have to explain that I’m not some kinda pimp 😂	0	0	0
2211	This is the most disrespectful thing a man can do to another man! 😂😂😂😂, You turned off Pimp C!!!! 🤕 <URL>	0	0	0
2212	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Blocked!! Stupid Libtard. You are an embarrassment to all men. You beta male bitch.	0	0	0
2214	<MENTION_1> Are you calling me a slut?	0	0	0
2215	<MENTION_1> Hope one of these crazy ppl assassinate Trump the stupid son of a bitch my free speech he has no heart the way he is doing the American ppl	0	0	0
2216	<MENTION_1> You can blame autocorrect. Jai Shri Ram.	0	0	0
2217	Two months ago you were 'fat &; a whore' now y'all talk... boys 🙄🙄😂😂😂😂	0	0	0
2218	Calling some one 'Dwight you ignorant slut' is the only thing that would make this day better <URL>	0	0	0
2219	<MENTION_1> LMAOOOO BITCH IM THE NOLA BRUCE-CAITLYNN JENNER BITCH I PICCS WHEN I WANT HOE ..luv ya hope ya had fun	0	0	0
2220	<MENTION_1> <MENTION_2> Hahahahahaha we watch your shows specially.. We Salute you patriot.. n lv u a lot.. Ram-Ram	0	0	0
2221	<MENTION_1> has never had a woman accuse him of any inappropriate behavior. But Slick Willie has been accused of rape by several women.	0	0	0
2222	I would love to take the credits but you Selvam and the team make it all posssble. Om Sai Ram. #LLLD <URL>	0	0	0
2223	<MENTION_1> <MENTION_2> Lol you need to slag him off some more if it makes him bang em in like that	0	0	0
2224	<MENTION_1> <MENTION_2> And since you love trials and false equivalency between athletes and protecting women how about this one Duke lacrosse rape??????	0	0	0
2225	The same bitch is all on my boo’s shit like girl bye	0	0	0
2226	<MENTION_1> Google your ass you Immature cunt.	0	0	0
2227	<MENTION_1> Since you believe in justice for rape victims I hope you will stand up for the women who have accus… <URL>	0	0	0
2228	Congratulations to Juan Lara Reyes on his new 2018 Loaded Ram 1500! We greatly appreciate your business!! Hope you enjoy your new ride!!!	0	0	0
2229	<MENTION_1> Rape comes in many different forms. In the Muslim world women are blamed if they are raped and are blamed if they're not dressed modestly.	0	0	0
2230	Nelly Rape Accuser Will Reportedly Drop Her Case - The woman who accused Nelly of rape will reportedly not... <URL>	0	0	0
2231	Thinkin about how that stupid cunt said we're in a diff social classes 😂bitch I was born in money you gotta fuck old niggas to get a new car	0	0	0
2232	Help out! Give to 'Indian Women Need Instant Help Stop Rape &; Murders'. <URL> #generosity via <MENTION_1>	0	0	0
2233	<MENTION_1> M &amp; M and RAM have absolutely NOTHING to do with Classic Rock so why are you doing this?	0	0	0
2234	World - Woman Who Accused Nelly of Rape Wants to Drop Case, Will Not Te >> <URL> <URL>	0	0	0
2235	Thank you, good morning to you too you not whore you. ☺️ <URL>	0	0	0
2236	Weekly Sunday tweet: Goodmorning to everyone except dick riding <MENTION_1> and his Bitch ass president, staff and whoever else fucks with em	0	0	0
2237	Investigation underway after woman reports rape on OU campus <URL>	0	0	0
2238	<MENTION_1> When you decided to slaughter goat or ram to rename your self	0	0	0
2239	<MENTION_1> <MENTION_2> One upmanship between guys in private is hardly the same as women claiming rape.	0	0	0
2240	<URL> <URL> Harvey Weinstein: More women accuse Hollywood producer of rape <URL> <URL>	0	0	0
2241	I wanna start correcting idiots on here saying stupid shit but that's a rabbit hole you never come back from and I have shit to do usually o	0	0	0
2242	When election will be near you will remember Sree Ram ! <URL>	0	0	0
2243	<MENTION_1> But we do need to teach our boys to Respect and Protect our women not harass rape beat and belittle them	0	0	0
2244	<MENTION_1> - Rather belated condolences on your mother's passing away. Good that you have been by her side in her last moments. Sai ram	0	0	0
2245	<MENTION_1> <MENTION_2> Lol girl 😭😭 he just don’t want nobody to kno he had a baby with this bitch 😭😭	0	0	0
2246	no u told me im a cunt bc i didnt report my rape to police when i was 6. <URL>	0	0	0
2247	<MENTION_1> Nice DP Ram sir.......None other than you is the best brand ambassador of New shining TELANGANA....jai Telangana - from. Sameer Nawaz. (Jubilee hills Constituency, Hyderabad)	0	0	0
2248	I'm such a little pussy ass bitch on my period what tha fook	0	0	0
2249	<MENTION_1> <MENTION_2> You forgot the third one... Praise Sri Ram :)	0	0	0
2250	<MENTION_1> kys you stupid nigger I hope you die of cancer you little cunt	0	0	0
2251	Newk's sells their whole cakes for $48...they smoking dick, they are delicious but $48 bitch please	0	0	0
2252	Ok it's not okay to call a girl a bitch and slut especially when she's been your friend for years. Fuck you.	0	0	0
2253	The woman who accused Nelly of rape is dropping charges: <URL> <URL>	0	0	0
2254	Got it, you are fearful of God so can't speak truth, or Lord Ram will ask for the hundreds of crores collected for his Temple from people <URL>	0	0	0
2255	🤔 All charged will be dropped from #Nelly’s alleged rape case, as the woman involved refuses to… <URL>	0	0	0
2256	hes a try hard cunt who needs to stay away from women as much as possible <URL>	0	0	0
2257	<MENTION_1> Fuck off, you race pimp. #LiberalismIsAMentalDisorder	0	0	0
2258	British actress becomes fifth woman to accuse of rape... <URL>	0	0	0
2259	<MENTION_1> I hope that every woman you meet or speak w/ is secretly taping you. Rape culture can not be defended. <URL>	0	0	0
